_unit_id , male_score , female_score , brand_Score
815724525 , 0.33,0.33,0.33
815724526 , 0.0148869,0.0237671,0.961346
815724527 , 0.499081,0.34008,0.16084
815724528 , 0.000516716,0.000985999,0.998497
815724529 , 0.33,0.33,0.33
815724530 , 0.00760141,0.0335872,0.958811
815724531 , 0.0292614,0.0690749,0.901664
815724532 , 0.054023,0.0505104,0.895467
815724533 , 0.33,0.33,0.33
815724534 , 0.838228,0.120706,0.0410662
815724535 , 0.12603,0.750678,0.123292
815724536 , 0.33,0.33,0.33
815724537 , 0.0111631,0.042878,0.945959
815724538 , 0.0111631,0.042878,0.945959
815724539 , 0.33,0.33,0.33
815724540 , 0.33,0.33,0.33
815724541 , 0.272885,0.71609,0.0110251
815724542 , 0.33,0.33,0.33
815724543 , 0.33,0.33,0.33
815724544 , 0.0148869,0.0237671,0.961346
815724545 , 0.33,0.33,0.33
815724546 , 0.33,0.33,0.33
815724547 , 0.33,0.33,0.33
815724548 , 0.33,0.33,0.33
815724549 , 0.054023,0.0505104,0.895467
815724550 , 0.0483426,0.941412,0.0102456
815724551 , 0.0293896,0.0369916,0.933619
815724552 , 0.33,0.33,0.33
815724553 , 0.0447254,0.947125,0.00814942
815724554 , 0.0111631,0.042878,0.945959
815724555 , 0.33,0.33,0.33
815724556 , 0.33,0.33,0.33
815724557 , 0.33,0.33,0.33
815724558 , 0.33,0.33,0.33
815724559 , 0.33,0.33,0.33
815724560 , 0.000181863,0.000473628,0.999345
815724561 , 0.054023,0.0505104,0.895467
815724562 , 0.0292614,0.0690749,0.901664
815724563 , 0.33,0.33,0.33
815724564 , 0.0148869,0.0237671,0.961346
815724565 , 0.054023,0.0505104,0.895467
815724566 , 0.054023,0.0505104,0.895467
815724567 , 0.0292614,0.0690749,0.901664
815724568 , 0.0293896,0.0369916,0.933619
815724569 , 0.33,0.33,0.33
815724570 , 0.33,0.33,0.33
815724571 , 0.33,0.33,0.33
815724572 , 0.33,0.33,0.33
815724573 , 0.33,0.33,0.33
815724574 , 0.33,0.33,0.33
815724575 , 0.33,0.33,0.33
815724576 , 0.33,0.33,0.33
815724577 , 0.33,0.33,0.33
815724578 , 0.0292614,0.0690749,0.901664
815724579 , 0.0292614,0.0690749,0.901664
815724580 , 0.373758,0.526242,0.0999991
815724581 , 0.33,0.33,0.33
815724582 , 0.0148869,0.0237671,0.961346
815724583 , 0.851183,0.140564,0.0082527
815724584 , 0.0293896,0.0369916,0.933619
815724585 , 0.0148869,0.0237671,0.961346
815724586 , 0.33,0.33,0.33
815724587 , 0.335705,0.229628,0.434667
815724588 , 0.029119,0.0243059,0.946575
815724589 , 0.33,0.33,0.33
815724590 , 0.33,0.33,0.33
815724591 , 0.0148869,0.0237671,0.961346
815724592 , 0.33,0.33,0.33
815724593 , 0.33,0.33,0.33
815724594 , 6.56983e-06,3.80186e-06,0.99999
815724595 , 0.33,0.33,0.33
815724596 , 0.029119,0.0243059,0.946575
815724597 , 0.956244,0.0381324,0.00562401
815724598 , 0.33,0.33,0.33
815724599 , 0.33,0.33,0.33
815724600 , 0.33,0.33,0.33
815724601 , 0.33,0.33,0.33
815724602 , 0.0646748,0.933247,0.00207813
815724603 , 0.0292614,0.0690749,0.901664
815724604 , 0.33,0.33,0.33
815724605 , 0.33,0.33,0.33
815724606 , 0.131248,0.864894,0.00385796
815724607 , 0.33,0.33,0.33
815724608 , 0.33,0.33,0.33
815724609 , 0.86039,0.131769,0.00784106
815724610 , 0.029119,0.0243059,0.946575
815724611 , 0.0280749,0.00281597,0.969109
815724612 , 0.33,0.33,0.33
815724613 , 0.33,0.33,0.33
815724614 , 0.33,0.33,0.33
815724615 , 0.0293896,0.0369916,0.933619
815724616 , 0.33,0.33,0.33
815724617 , 0.0148869,0.0237671,0.961346
815724618 , 0.33,0.33,0.33
815724619 , 0.0293896,0.0369916,0.933619
815724620 , 0.0293896,0.0369916,0.933619
815724621 , 0.33,0.33,0.33
815724622 , 0.33,0.33,0.33
815724623 , 0.029119,0.0243059,0.946575
815724624 , 0.33,0.33,0.33
815724625 , 0.33,0.33,0.33
815724626 , 0.33,0.33,0.33
815724627 , 0.0578556,0.742118,0.200026
815724628 , 0.0148869,0.0237671,0.961346
815724629 , 0.0292614,0.0690749,0.901664
815724630 , 0.33,0.33,0.33
815724631 , 0.33,0.33,0.33
815724632 , 0.7203,0.275883,0.00381657
815724633 , 0.33,0.33,0.33
815724634 , 0.620095,0.366307,0.0135982
815724635 , 0.0242846,0.03143,0.944285
815724636 , 0.33,0.33,0.33
815724637 , 0.33,0.33,0.33
815724638 , 0.0242846,0.03143,0.944285
815724639 , 0.33,0.33,0.33
815724640 , 0.33,0.33,0.33
815724641 , 0.00485317,0.0133832,0.981764
815724642 , 0.0242846,0.03143,0.944285
815724643 , 0.33,0.33,0.33
815724644 , 0.33,0.33,0.33
815724645 , 0.804403,0.183793,0.0118043
815724646 , 0.33,0.33,0.33
815724647 , 0.33,0.33,0.33
815724648 , 0.0242846,0.03143,0.944285
815724649 , 0.33,0.33,0.33
815724650 , 0.33,0.33,0.33
815724651 , 0.0293896,0.0369916,0.933619
815724652 , 0.33,0.33,0.33
815724653 , 0.34734,0.511941,0.140719
815724654 , 0.33,0.33,0.33
815724655 , 0.077363,0.0117063,0.910931
815724656 , 0.33,0.33,0.33
815724657 , 0.00318716,0.00097184,0.995841
815724658 , 0.33,0.33,0.33
815724659 , 0.572677,0.409059,0.0182639
815724660 , 0.52627,0.419443,0.054287
815724661 , 0.137893,0.113321,0.748786
815724662 , 0.054023,0.0505104,0.895467
815724663 , 0.33,0.33,0.33
815724664 , 0.33,0.33,0.33
815724665 , 0.00227686,0.000161786,0.997561
815724666 , 0.054023,0.0505104,0.895467
815724667 , 0.00144463,0.000294553,0.998261
815724668 , 0.0130739,0.00314618,0.98378
815724669 , 0.972501,0.023133,0.00436592
815724670 , 0.33,0.33,0.33
815724671 , 0.054023,0.0505104,0.895467
815724672 , 0.029119,0.0243059,0.946575
815724673 , 0.33,0.33,0.33
815724674 , 0.33,0.33,0.33
815724675 , 0.33,0.33,0.33
815724676 , 0.0245362,0.0109733,0.964491
815724677 , 0.338755,0.638606,0.0226386
815724678 , 0.575523,0.0254839,0.398993
815724679 , 0.33,0.33,0.33
815724680 , 0.0511642,0.00409498,0.944741
815724681 , 0.33,0.33,0.33
815724682 , 0.0111631,0.042878,0.945959
815724683 , 0.33,0.33,0.33
815724684 , 0.33,0.33,0.33
815724685 , 0.33,0.33,0.33
815724686 , 0.0148869,0.0237671,0.961346
815724687 , 0.33,0.33,0.33
815724688 , 0.33,0.33,0.33
815724689 , 0.240434,0.284284,0.475282
815724690 , 0.0111631,0.042878,0.945959
815724691 , 0.000619813,0.00286086,0.996519
815724692 , 0.33,0.33,0.33
815724693 , 0.33,0.33,0.33
815724694 , 0.0148869,0.0237671,0.961346
815724695 , 0.33,0.33,0.33
815724696 , 0.33,0.33,0.33
815724697 , 0.33,0.33,0.33
815724698 , 0.0109196,0.0658153,0.923265
815724699 , 0.33,0.33,0.33
815724700 , 0.054023,0.0505104,0.895467
815724701 , 0.00643423,0.0035139,0.990052
815724702 , 0.0148869,0.0237671,0.961346
815724703 , 0.33,0.33,0.33
815724704 , 0.33,0.33,0.33
815724705 , 0.054023,0.0505104,0.895467
815724706 , 0.33,0.33,0.33
815724707 , 0.88997,0.107271,0.0027587
815724708 , 0.33,0.33,0.33
815724709 , 0.0292614,0.0690749,0.901664
815724710 , 0.0125243,0.985822,0.00165332
815724711 , 0.0148869,0.0237671,0.961346
815724712 , 0.33,0.33,0.33
815724713 , 0.0292614,0.0690749,0.901664
815724714 , 0.0116608,0.00203792,0.986301
815724715 , 0.0293896,0.0369916,0.933619
815724716 , 0.133402,0.155522,0.711076
815724717 , 0.33,0.33,0.33
815724718 , 0.000762989,0.0156884,0.983549
815724719 , 0.0242846,0.03143,0.944285
815724720 , 0.0111631,0.042878,0.945959
815724721 , 0.33,0.33,0.33
815724722 , 0.029119,0.0243059,0.946575
815724723 , 0.33,0.33,0.33
815724724 , 0.0784198,0.803819,0.117762
815724725 , 0.33,0.33,0.33
815724726 , 0.0148869,0.0237671,0.961346
815724727 , 0.0242846,0.03143,0.944285
815724728 , 0.0293896,0.0369916,0.933619
815724729 , 0.33,0.33,0.33
815724730 , 0.33,0.33,0.33
815724731 , 0.11963,0.876675,0.00369506
815724732 , 0.33,0.33,0.33
815724733 , 0.236496,0.134238,0.629267
815724734 , 0.33,0.33,0.33
815724735 , 0.33,0.33,0.33
815724736 , 0.33,0.33,0.33
815724737 , 0.679111,0.299325,0.021564
815724738 , 0.029119,0.0243059,0.946575
815724739 , 0.33,0.33,0.33
815724740 , 0.33,0.33,0.33
815724741 , 0.33,0.33,0.33
815724742 , 0.00870338,0.98709,0.00420693
815724743 , 0.33,0.33,0.33
815724744 , 0.156986,0.065429,0.777585
815724745 , 0.0060247,0.000857893,0.993117
815724746 , 0.33,0.33,0.33
815724747 , 0.33,0.33,0.33
815724748 , 0.0242846,0.03143,0.944285
815724749 , 0.33,0.33,0.33
815724750 , 0.33,0.33,0.33
815724751 , 0.029119,0.0243059,0.946575
815724752 , 0.0605942,0.00781059,0.931595
815724753 , 0.33,0.33,0.33
815724754 , 0.0254517,0.000282367,0.974266
815724755 , 0.0310989,0.953162,0.0157389
815724756 , 0.000516716,0.000985999,0.998497
815724757 , 0.00474386,0.980377,0.0148791
815724758 , 0.877975,0.114434,0.00759155
815724759 , 0.33,0.33,0.33
815724760 , 0.33,0.33,0.33
815724761 , 0.777432,0.182779,0.0397883
815724762 , 0.33,0.33,0.33
815724763 , 0.33,0.33,0.33
815724764 , 0.33,0.33,0.33
815724765 , 0.0293896,0.0369916,0.933619
815724766 , 0.0292614,0.0690749,0.901664
815724767 , 0.33,0.33,0.33
815724768 , 0.33,0.33,0.33
815724769 , 0.33,0.33,0.33
815724770 , 0.33,0.33,0.33
815724771 , 0.33,0.33,0.33
815724772 , 0.33,0.33,0.33
815724773 , 0.462095,0.434526,0.103378
815724774 , 0.00600094,0.00684278,0.987156
815724775 , 0.33,0.33,0.33
815724776 , 0.33,0.33,0.33
815724777 , 0.33,0.33,0.33
815724778 , 0.029119,0.0243059,0.946575
815724779 , 0.33,0.33,0.33
815724780 , 0.33,0.33,0.33
815724781 , 0.33,0.33,0.33
815724782 , 0.029119,0.0243059,0.946575
815724783 , 0.33,0.33,0.33
815724784 , 0.000151761,0.00134623,0.998502
815724785 , 0.0148869,0.0237671,0.961346
815724786 , 0.33,0.33,0.33
815724787 , 0.33,0.33,0.33
815724788 , 0.33,0.33,0.33
815724789 , 0.0292614,0.0690749,0.901664
815724790 , 0.029119,0.0243059,0.946575
815724791 , 0.33,0.33,0.33
815724792 , 0.0293896,0.0369916,0.933619
815724793 , 0.000762989,0.0156884,0.983549
815724794 , 0.33,0.33,0.33
815724795 , 0.33,0.33,0.33
815724796 , 0.31784,0.515303,0.166857
815724797 , 0.33,0.33,0.33
815724798 , 0.0171058,0.000393736,0.9825
815724799 , 0.0148869,0.0237671,0.961346
815724800 , 0.00588013,0.00277772,0.991342
815724801 , 0.741493,0.212292,0.0462157
815724802 , 0.33,0.33,0.33
815724803 , 0.33,0.33,0.33
815724804 , 0.0111631,0.042878,0.945959
815724805 , 0.0111631,0.042878,0.945959
815724806 , 0.962291,0.00517426,0.0325344
815724807 , 0.33,0.33,0.33
815724809 , 0.33,0.33,0.33
815724810 , 0.0242846,0.03143,0.944285
815724811 , 0.33,0.33,0.33
815724812 , 0.0293896,0.0369916,0.933619
815724813 , 0.0293896,0.0369916,0.933619
815724814 , 0.33,0.33,0.33
815724815 , 0.00324189,0.249362,0.747396
815724816 , 0.0148869,0.0237671,0.961346
815724817 , 0.33,0.33,0.33
815724818 , 0.054023,0.0505104,0.895467
815724819 , 0.33,0.33,0.33
815724820 , 0.33,0.33,0.33
815724821 , 0.33,0.33,0.33
815724822 , 0.33,0.33,0.33
815724823 , 0.0292614,0.0690749,0.901664
815724824 , 0.000149137,0.0018603,0.997991
815724825 , 0.995231,0.00450866,0.000259936
815724826 , 0.0605942,0.00781059,0.931595
815724827 , 0.0242846,0.03143,0.944285
815724828 , 0.00251577,0.0112971,0.986187
815724829 , 0.0148869,0.0237671,0.961346
815724830 , 0.33,0.33,0.33
815724831 , 0.0293896,0.0369916,0.933619
815724832 , 0.0148869,0.0237671,0.961346
815724833 , 0.731952,0.15917,0.108878
815724834 , 0.33,0.33,0.33
815724835 , 0.029119,0.0243059,0.946575
815724836 , 0.526475,0.358036,0.11549
815724837 , 0.0293896,0.0369916,0.933619
815724838 , 0.0369639,0.019109,0.943927
815724839 , 0.33,0.33,0.33
815724840 , 0.33,0.33,0.33
815724841 , 0.054023,0.0505104,0.895467
815724842 , 0.33,0.33,0.33
815724843 , 0.029119,0.0243059,0.946575
815724844 , 0.33,0.33,0.33
815724845 , 0.0292614,0.0690749,0.901664
815724846 , 0.00428247,0.971086,0.0246317
815724847 , 0.017039,0.00261954,0.980342
815724848 , 0.33,0.33,0.33
815724849 , 0.054023,0.0505104,0.895467
815724850 , 0.33,0.33,0.33
815724851 , 0.029119,0.0243059,0.946575
815724852 , 0.029119,0.0243059,0.946575
815724853 , 0.0111631,0.042878,0.945959
815724854 , 0.33,0.33,0.33
815724855 , 0.33,0.33,0.33
815724856 , 0.0242846,0.03143,0.944285
815724857 , 0.000159046,0.000227178,0.999614
815724858 , 0.0111631,0.042878,0.945959
815724859 , 0.33,0.33,0.33
815724860 , 0.0293896,0.0369916,0.933619
815724861 , 0.0180649,1.18859e-05,0.981923
815724862 , 0.054023,0.0505104,0.895467
815724863 , 0.054023,0.0505104,0.895467
815724864 , 0.873876,0.091888,0.0342364
815724865 , 0.33,0.33,0.33
815724866 , 0.0111631,0.042878,0.945959
815724867 , 0.00354702,0.0166721,0.979781
815724868 , 0.029119,0.0243059,0.946575
815724869 , 0.33,0.33,0.33
815724870 , 0.33,0.33,0.33
815724871 , 0.780844,0.207947,0.011209
815724872 , 0.00227686,0.000161786,0.997561
815724873 , 0.0102188,0.00024264,0.989539
815724874 , 0.234177,0.0223016,0.743521
815724875 , 0.329784,0.658896,0.0113198
815724876 , 0.0242846,0.03143,0.944285
815724877 , 0.940253,0.0555755,0.00417159
815724878 , 0.692542,0.23615,0.0713085
815724879 , 0.0217624,0.0140699,0.964168
815724880 , 0.33,0.33,0.33
815724881 , 0.33,0.33,0.33
815724882 , 0.029119,0.0243059,0.946575
815724883 , 0.33,0.33,0.33
815724884 , 0.33,0.33,0.33
815724885 , 0.33,0.33,0.33
815724886 , 0.33,0.33,0.33
815724887 , 0.33,0.33,0.33
815724888 , 0.00102265,0.996443,0.00253396
815724889 , 0.33,0.33,0.33
815724890 , 0.0111631,0.042878,0.945959
815724891 , 0.00272194,0.00488964,0.992388
815724892 , 0.0242846,0.03143,0.944285
815724893 , 0.33,0.33,0.33
815724894 , 0.631291,0.172987,0.195722
815724895 , 0.33,0.33,0.33
815724896 , 0.33,0.33,0.33
815724897 , 0.33,0.33,0.33
815724898 , 0.33,0.33,0.33
815724899 , 0.0605942,0.00781059,0.931595
815724900 , 0.029119,0.0243059,0.946575
815724901 , 0.33,0.33,0.33
815724902 , 0.0292614,0.0690749,0.901664
815724903 , 0.0292614,0.0690749,0.901664
815724904 , 0.0292614,0.0690749,0.901664
815724905 , 0.0242846,0.03143,0.944285
815724906 , 0.33,0.33,0.33
815724907 , 0.33,0.33,0.33
815724908 , 0.33,0.33,0.33
815724909 , 0.029119,0.0243059,0.946575
815724910 , 0.0292614,0.0690749,0.901664
815724911 , 0.054023,0.0505104,0.895467
815724912 , 0.33,0.33,0.33
815724913 , 0.33,0.33,0.33
815724914 , 0.341368,0.577286,0.081346
815724915 , 0.724545,0.156204,0.119252
815724916 , 0.33,0.33,0.33
815724917 , 0.33,0.33,0.33
815724918 , 0.33,0.33,0.33
815724919 , 0.33,0.33,0.33
815724920 , 0.0242846,0.03143,0.944285
815724921 , 0.0292614,0.0690749,0.901664
815724922 , 0.33,0.33,0.33
815724923 , 0.0292614,0.0690749,0.901664
815724924 , 0.33,0.33,0.33
815724925 , 0.33,0.33,0.33
815724926 , 0.33,0.33,0.33
815724927 , 0.33,0.33,0.33
815724928 , 0.0293896,0.0369916,0.933619
815724929 , 0.33,0.33,0.33
815724930 , 0.0111631,0.042878,0.945959
815724931 , 0.33,0.33,0.33
815724932 , 0.0292614,0.0690749,0.901664
815724933 , 0.33,0.33,0.33
815724934 , 0.33,0.33,0.33
815724935 , 0.33,0.33,0.33
815724936 , 0.0111631,0.042878,0.945959
815724937 , 0.00340646,0.0272752,0.969318
815724938 , 0.00235103,0.000197889,0.997451
815724939 , 0.33,0.33,0.33
815724940 , 0.0293896,0.0369916,0.933619
815724941 , 0.0534665,0.0241703,0.922363
815724942 , 0.0293896,0.0369916,0.933619
815724943 , 0.0293896,0.0369916,0.933619
815724944 , 0.0217159,0.0494275,0.928857
815724945 , 0.00352252,0.0241029,0.972375
815724946 , 0.0293896,0.0369916,0.933619
815724947 , 0.33,0.33,0.33
815724948 , 0.33,0.33,0.33
815724949 , 0.33,0.33,0.33
815724950 , 0.00917237,0.000288089,0.99054
815724951 , 0.833454,0.132518,0.0340277
815724952 , 0.33,0.33,0.33
815724953 , 0.33,0.33,0.33
815724954 , 0.33,0.33,0.33
815724955 , 0.00644779,0.00663795,0.986914
815724956 , 0.029119,0.0243059,0.946575
815724957 , 0.966875,0.032184,0.000940377
815724958 , 0.0242846,0.03143,0.944285
815724959 , 0.0148869,0.0237671,0.961346
815724960 , 0.0292614,0.0690749,0.901664
815724961 , 0.33,0.33,0.33
815724962 , 0.33,0.33,0.33
815724963 , 0.846862,0.112611,0.0405272
815724964 , 0.33,0.33,0.33
815724965 , 0.33,0.33,0.33
815724966 , 0.00227686,0.000161786,0.997561
815724967 , 0.0292614,0.0690749,0.901664
815724968 , 0.33,0.33,0.33
815724969 , 0.029119,0.0243059,0.946575
815724970 , 0.029119,0.0243059,0.946575
815724971 , 0.33,0.33,0.33
815724972 , 0.123714,0.175582,0.700705
815724973 , 0.497597,0.187989,0.314414
815724974 , 0.33,0.33,0.33
815724975 , 0.33,0.33,0.33
815724976 , 0.0301601,0.949188,0.0206519
815724977 , 0.33,0.33,0.33
815724978 , 0.0148869,0.0237671,0.961346
815724979 , 0.33,0.33,0.33
815724980 , 0.690431,0.278798,0.0307709
815724981 , 0.33,0.33,0.33
815724982 , 0.33,0.33,0.33
815724983 , 0.545052,0.413347,0.041601
815724984 , 2.95339e-05,1.74907e-05,0.999953
815724985 , 0.0292614,0.0690749,0.901664
815724986 , 0.024657,0.959537,0.0158057
815724987 , 0.33,0.33,0.33
815724988 , 0.00132282,0.00614236,0.992535
815724989 , 0.029119,0.0243059,0.946575
815724990 , 0.33,0.33,0.33
815724991 , 0.400983,0.0176374,0.58138
815724992 , 0.0292614,0.0690749,0.901664
815724993 , 0.000138595,0.000344367,0.999517
815724994 , 0.811166,0.137765,0.051069
815724995 , 0.00398527,0.00220098,0.993814
815724996 , 0.0293896,0.0369916,0.933619
815724997 , 0.0111631,0.042878,0.945959
815724998 , 0.0111631,0.042878,0.945959
815724999 , 0.054023,0.0505104,0.895467
815725000 , 0.0181961,0.0452313,0.936573
815725001 , 0.33,0.33,0.33
815725002 , 0.054023,0.0505104,0.895467
815725003 , 0.33,0.33,0.33
815725004 , 0.029119,0.0243059,0.946575
815725005 , 0.33,0.33,0.33
815725006 , 0.33,0.33,0.33
815725007 , 0.0292614,0.0690749,0.901664
815725008 , 0.206821,0.730366,0.0628132
815725009 , 0.0148869,0.0237671,0.961346
815725010 , 0.054023,0.0505104,0.895467
815725011 , 0.33,0.33,0.33
815725012 , 0.029119,0.0243059,0.946575
815725013 , 0.420547,0.556053,0.0233999
815725014 , 0.137365,0.836048,0.026587
815725015 , 0.33,0.33,0.33
815725016 , 0.696746,0.288642,0.0146115
815725017 , 0.0148869,0.0237671,0.961346
815725018 , 0.0242846,0.03143,0.944285
815725019 , 0.33,0.33,0.33
815725020 , 0.33,0.33,0.33
815725021 , 0.33,0.33,0.33
815725022 , 0.33,0.33,0.33
815725023 , 0.156058,0.0265416,0.817401
815725024 , 0.33,0.33,0.33
815725025 , 0.00498176,0.00126625,0.993752
815725026 , 0.33,0.33,0.33
815725027 , 0.901534,0.0848904,0.0135758
815725028 , 0.939669,0.0464365,0.0138946
815725029 , 0.00398471,0.000634854,0.99538
815725030 , 0.0148869,0.0237671,0.961346
815725031 , 0.33,0.33,0.33
815725032 , 0.0292614,0.0690749,0.901664
815725033 , 0.0111631,0.042878,0.945959
815725034 , 0.33,0.33,0.33
815725035 , 0.054023,0.0505104,0.895467
815725036 , 0.00665395,0.000765317,0.992581
815725037 , 0.681054,0.312617,0.00632924
815725038 , 0.0242846,0.03143,0.944285
815725039 , 0.33,0.33,0.33
815725040 , 0.33,0.33,0.33
815725041 , 0.0242846,0.03143,0.944285
815725042 , 0.165293,0.762754,0.0719538
815725043 , 0.00261935,0.994233,0.00314807
815725044 , 0.33,0.33,0.33
815725045 , 0.33,0.33,0.33
815725046 , 0.0148869,0.0237671,0.961346
815725047 , 0.0148869,0.0237671,0.961346
815725048 , 0.33,0.33,0.33
815725049 , 0.33,0.33,0.33
815725050 , 0.33,0.33,0.33
815725051 , 0.33,0.33,0.33
815725052 , 0.33,0.33,0.33
815725053 , 0.178083,0.0878434,0.734073
815725054 , 0.029119,0.0243059,0.946575
815725055 , 0.0293896,0.0369916,0.933619
815725056 , 0.0242846,0.03143,0.944285
815725057 , 0.0242846,0.03143,0.944285
815725058 , 0.0242846,0.03143,0.944285
815725059 , 0.33,0.33,0.33
815725060 , 0.33,0.33,0.33
815725061 , 0.0111631,0.042878,0.945959
815725062 , 0.0124191,0.201499,0.786082
815725063 , 0.161492,0.778652,0.0598563
815725064 , 0.0292614,0.0690749,0.901664
815725065 , 0.33,0.33,0.33
815725066 , 0.33,0.33,0.33
815725067 , 0.33,0.33,0.33
815725068 , 0.33,0.33,0.33
815725069 , 0.00114265,4.4775e-05,0.998813
815725070 , 0.33,0.33,0.33
815725071 , 0.168465,0.0446558,0.786879
815725072 , 0.029119,0.0243059,0.946575
815725073 , 0.320514,0.666505,0.0129801
815725074 , 0.029119,0.0243059,0.946575
815725075 , 0.00153005,0.000783404,0.997687
815725076 , 0.33,0.33,0.33
815725077 , 0.33,0.33,0.33
815725078 , 0.301305,0.639486,0.0592082
815725079 , 0.015882,0.00439458,0.979723
815725080 , 0.0242846,0.03143,0.944285
815725081 , 0.192571,0.795588,0.0118412
815725082 , 0.0111631,0.042878,0.945959
815725083 , 0.33,0.33,0.33
815725084 , 0.33,0.33,0.33
815725085 , 0.33,0.33,0.33
815725086 , 0.0111631,0.042878,0.945959
815725087 , 0.0242846,0.03143,0.944285
815725088 , 0.33,0.33,0.33
815725089 , 0.0242846,0.03143,0.944285
815725090 , 0.226682,0.107609,0.665709
815725091 , 0.33,0.33,0.33
815725092 , 0.33,0.33,0.33
815725093 , 0.141459,0.461974,0.396568
815725094 , 0.33,0.33,0.33
815725095 , 0.00382183,0.00253533,0.993643
815725096 , 0.33,0.33,0.33
815725097 , 0.0292614,0.0690749,0.901664
815725098 , 0.0242846,0.03143,0.944285
815725099 , 0.33,0.33,0.33
815725100 , 0.33,0.33,0.33
815725101 , 0.0242846,0.03143,0.944285
815725102 , 0.029119,0.0243059,0.946575
815725103 , 0.0293896,0.0369916,0.933619
815725104 , 0.0148869,0.0237671,0.961346
815725105 , 0.33,0.33,0.33
815725106 , 0.991193,0.00308587,0.00572109
815725107 , 0.000376476,0.000739525,0.998884
815725108 , 0.33,0.33,0.33
815725109 , 0.33,0.33,0.33
815725110 , 0.33,0.33,0.33
815725111 , 0.0111631,0.042878,0.945959
815725112 , 0.0148869,0.0237671,0.961346
815725113 , 0.0293896,0.0369916,0.933619
815725114 , 0.33,0.33,0.33
815725115 , 0.0293896,0.0369916,0.933619
815725116 , 0.33,0.33,0.33
815725117 , 0.823468,0.00043904,0.176093
815725118 , 0.33,0.33,0.33
815725119 , 0.0413434,0.906062,0.0525947
815725120 , 0.9103,0.0840877,0.00561218
815725121 , 0.979444,0.00760837,0.012948
815725122 , 0.33,0.33,0.33
815725123 , 0.0242846,0.03143,0.944285
815725124 , 0.33,0.33,0.33
815725125 , 0.000157784,0.00204639,0.997796
815725126 , 0.33,0.33,0.33
815725127 , 0.054023,0.0505104,0.895467
815725128 , 0.029119,0.0243059,0.946575
815725129 , 0.029119,0.0243059,0.946575
815725130 , 0.33,0.33,0.33
815725131 , 0.827075,0.107255,0.0656705
815725132 , 0.0111631,0.042878,0.945959
815725133 , 0.33,0.33,0.33
815725134 , 0.33,0.33,0.33
815725135 , 0.33,0.33,0.33
815725136 , 0.0292614,0.0690749,0.901664
815725137 , 0.054023,0.0505104,0.895467
815725138 , 0.0292614,0.0690749,0.901664
815725139 , 0.0292614,0.0690749,0.901664
815725140 , 0.382639,0.58612,0.0312413
815725141 , 0.33,0.33,0.33
815725142 , 0.114507,0.035676,0.849817
815725143 , 0.33,0.33,0.33
815725144 , 0.0148869,0.0237671,0.961346
815725145 , 0.0242846,0.03143,0.944285
815725146 , 0.0148869,0.0237671,0.961346
815725147 , 0.33,0.33,0.33
815725148 , 0.33,0.33,0.33
815725149 , 0.0111631,0.042878,0.945959
815725150 , 0.0292614,0.0690749,0.901664
815725151 , 0.33,0.33,0.33
815725152 , 0.33,0.33,0.33
815725153 , 0.00800416,0.015812,0.976184
815725154 , 0.33,0.33,0.33
815725155 , 0.33,0.33,0.33
815725156 , 0.0951535,0.0204757,0.884371
815725157 , 0.0123,0.085964,0.901736
815725158 , 0.33,0.33,0.33
815725159 , 0.409606,0.500468,0.0899254
815725160 , 0.33,0.33,0.33
815725161 , 0.029119,0.0243059,0.946575
815725162 , 0.33,0.33,0.33
815725163 , 0.00178945,0.00121447,0.996996
815725164 , 0.33,0.33,0.33
815725165 , 0.0292614,0.0690749,0.901664
815725166 , 0.33,0.33,0.33
815725167 , 0.577805,0.404366,0.0178291
815725168 , 0.33,0.33,0.33
815725169 , 0.33,0.33,0.33
815725170 , 0.0111631,0.042878,0.945959
815725171 , 0.33,0.33,0.33
815725172 , 0.250705,0.0309981,0.718297
815725173 , 0.33,0.33,0.33
815725174 , 0.00227686,0.000161786,0.997561
815725175 , 0.33,0.33,0.33
815725176 , 0.33,0.33,0.33
815725177 , 0.33,0.33,0.33
815725178 , 0.33,0.33,0.33
815725179 , 0.942533,0.0309523,0.0265146
815725180 , 0.310377,0.68368,0.00594293
815725181 , 0.33,0.33,0.33
815725182 , 0.33,0.33,0.33
815725183 , 0.0242846,0.03143,0.944285
815725184 , 0.33,0.33,0.33
815725185 , 0.1683,0.778421,0.0532792
815725186 , 6.26331e-05,0.99954,0.000397419
815725187 , 0.33,0.33,0.33
815725188 , 0.33,0.33,0.33
815725189 , 0.33,0.33,0.33
815725190 , 0.123959,0.0704611,0.80558
815725191 , 0.33,0.33,0.33
815725192 , 0.33,0.33,0.33
815725193 , 0.0388166,0.959051,0.00213206
815725194 , 0.0242846,0.03143,0.944285
815725195 , 0.0293896,0.0369916,0.933619
815725196 , 0.461294,0.526403,0.0123028
815725197 , 0.0868057,0.0143092,0.898885
815725198 , 0.201536,0.0768099,0.721654
815725199 , 0.33,0.33,0.33
815725200 , 0.33,0.33,0.33
815725201 , 0.382226,0.379535,0.238239
815725202 , 0.33,0.33,0.33
815725203 , 0.309776,0.446908,0.243316
815725204 , 0.0111631,0.042878,0.945959
815725205 , 0.0242846,0.03143,0.944285
815725206 , 0.33,0.33,0.33
815725207 , 0.0242846,0.03143,0.944285
815725208 , 0.0148869,0.0237671,0.961346
815725210 , 0.33,0.33,0.33
